Key,Chinese,English,TraditionalChinese,Russian,SpanishSpain,PortugueseBrazil,German,Japanese,French,Polish,SpanishLatinAmerica,PortuguesePortugal,Korean,
Nodleigh,诺德莱,Nodleigh,諾德萊,Нодлей,Nodleigh,Nodleigh,Nodleigh,ノドリー,Nodleigh,Nodleigh,Nodleigh,Nodleigh,노들레이,
Toron,托伦,Toron,托倫,Торон,Toron,Toron,Toron,トロン,Toron,Toron,Toron,Toron,토론,
Acity,阿城,Acity,阿城,Асити,Acity,Acity,Acity,アシティ,Acity,Acity,Acity,Acity,아시티,
Afranton,阿夫兰顿,Afranton,阿夫蘭頓,Афрантон,Afranton,Afranton,Afranton,アフラントン,Afranton,Afranton,Afranton,Afranton,아프란톤,
Sever,塞弗尔,Sever,塞弗爾,Север,Sever,Sever,Sever,セヴァー,Sever,Sever,Sever,Sever,세베르,
Kingtone,金顿,Kingtone,金頓,Кингтон,Kingtone,Kingtone,Kingtone,キントーン,Kingtone,Kingtone,Kingtone,Kingtone,킹톤,
Pethetton,佩塞顿,Pethetton,佩塞頓,Пететтон,Pethetton,Pethetton,Pethetton,ペセットン,Pethetton,Pethetton,Pethetton,Pethetton,페텟톤,
Irvinel,欧文内尔,Irvinel,歐文內爾,Ирвинел,Irvinel,Irvinel,Irvinel,アーヴィネル,Irvinel,Irvinel,Irvinel,Irvinel,이르비넬,
Chōshū,长州,Chōshū,長州,Чошу,Chōshū,Chōshū,Chōshū,チョウシュウ,Chōshū,Chōshū,Chōshū,Chōshū,초슈,
Shira,希拉,Shira,希拉,Шира,Shira,Shira,Shira,シラ,Shira,Shira,Shira,Shira,시라,
Chorlest,查勒斯特,Chorlest,查勒斯特,Чорлест,Chorlest,Chorlest,Chorlest,チョルレスト,Chorlest,Chorlest,Chorlest,Chorlest,촐레스트,
Colnius,科尔尼乌斯,Colnius,科爾尼烏斯,Колниус,Colnius,Colnius,Colnius,コルニウス,Colnius,Colnius,Colnius,Colnius,콜니우스,
Faverne,法韦恩,Faverne,法韋恩,Фаверн,Faverne,Faverne,Faverne,ファヴェルネ,Faverne,Faverne,Faverne,Faverne,파베르네,
Maloviden,马洛维登,Maloviden,馬洛維登,Маловиден,Maloviden,Maloviden,Maloviden,マロヴィデン,Maloviden,Maloviden,Maloviden,Maloviden,말로비덴,
Pratta,普拉塔,Pratta,普拉塔,Пратта,Pratta,Pratta,Pratta,プラッタ,Pratta,Pratta,Pratta,Pratta,프라타,
Kedam,凯丹,Kedam,凱丹,Кедам,Kedam,Kedam,Kedam,ケダム,Kedam,Kedam,Kedam,Kedam,케담,
Tagon,塔贡,Tagon,塔貢,Тагон,Tagon,Tagon,Tagon,タゴン,Tagon,Tagon,Tagon,Tagon,타곤,
Jabarnhagi,贾巴恩哈吉,Jabarnhagi,賈巴恩哈吉,Джабарнхаги,Jabarnhagi,Jabarnhagi,Jabarnhagi,ジャバーンハギ,Jabarnhagi,Jabarnhagi,Jabarnhagi,Jabarnhagi,자반하기,
Pallin,帕林,Pallin,帕林,Паллин,Pallin,Pallin,Pallin,パリン,Pallin,Pallin,Pallin,Pallin,팔린,
Venila,维尼拉,Venila,維尼拉,Венила,Venila,Venila,Venila,ヴェニラ,Venila,Venila,Venila,Venila,베닐라,
Cremkhovsk,克雷姆霍夫斯克,Cremkhovsk,克雷姆霍夫斯克,Кремховск,Cremkhovsk,Cremkhovsk,Cremkhovsk,クレムコフスカ,Cremkhovsk,Cremkhovsk,Cremkhovsk,Cremkhovsk,크렘코프스크,
Chinsteri,钦斯特里,Chinsteri,欽斯特里,Чинстери,Chinsteri,Chinsteri,Chinsteri,チンステリ,Chinsteri,Chinsteri,Chinsteri,Chinsteri,친스테리,
Ilfrach,伊尔弗拉奇,Ilfrach,伊爾弗拉奇,Илфрач,Ilfrach,Ilfrach,Ilfrach,イルフラッチ,Ilfrach,Ilfrach,Ilfrach,Ilfrach,일프라치,
Maltim,马尔廷,Maltim,馬爾廷,Малтим,Maltim,Maltim,Maltim,マルティム,Maltim,Maltim,Maltim,Maltim,말팀,
Rybinamer,鲁宾纳默,Rybinamer,魯賓納默,Рубинамер,Rybinamer,Rybinamer,Rybinamer,リュビナマー,Rybinamer,Rybinamer,Rybinamer,Rybinamer,류비나머,
Disonex,迪索内克斯,Disonex,迪索內克斯,Дизонекс,Disonex,Disonex,Disonex,ディソネックス,Disonex,Disonex,Disonex,Disonex,디소넥스,
Stuhl,斯图尔,Stuhl,斯圖爾,Штуль,Stuhl,Stuhl,Stuhl,シュトゥール,Stuhl,Stuhl,Stuhl,Stuhl,슈툴,
Guigashi,义嘉市,Guigashi,義嘉市,Гигаши,Guigashi,Guigashi,Guigashi,ギイガシ,Guigashi,Guigashi,Guigashi,Guigashi,기이가시,
Irvino,欧文诺,Irvino,歐文諾,Ирвино,Irvino,Irvino,Irvino,アーヴィノ,Irvino,Irvino,Irvino,Irvino,이르비노,
Harwenlo,哈温洛,Harwenlo,哈溫洛,Харвенло,Harwenlo,Harwenlo,Harwenlo,ハーウェンロ,Harwenlo,Harwenlo,Harwenlo,Harwenlo,하웬로,
Kamogoryev,卡莫戈里耶夫,Kamogoryev,卡莫戈里耶夫,Камогорьев,Kamogoryev,Kamogoryev,Kamogoryev,カモゴリェフ,Kamogoryev,Kamogoryev,Kamogoryev,Kamogoryev,카모고리예프,
Pokron,波克伦,Pokron,波克倫,Покрон,Pokron,Pokron,Pokron,ポクロン,Pokron,Pokron,Pokron,Pokron,포크론,
Yashton,亚什顿,Yashton,亞什頓,Яштон,Yashton,Yashton,Yashton,ヤシュトン,Yashton,Yashton,Yashton,Yashton,야슈톤,
Changshage,长沙格,Changshage,長沙格,Чаншаге,Changshage,Changshage,Changshage,チャンシュアゲ,Changshage,Changshage,Changshage,Changshage,창샤거,
Toreto,托雷托,Toreto,托雷托,Торето,Toreto,Toreto,Toreto,トレト,Toreto,Toreto,Toreto,Toreto,토레토,
Abinka,阿宾卡,Abinka,阿賓卡,Абинка,Abinka,Abinka,Abinka,アビンカ,Abinka,Abinka,Abinka,Abinka,아빈카,
Montefremov,蒙特弗雷莫夫,Montefremov,蒙特弗雷莫夫,Монтефремов,Montefremov,Montefremov,Montefremov,モンテフレモフ,Montefremov,Montefremov,Montefremov,Montefremov,몬테프레모프,
Yoshett,约舍特,Yoshett,約舍特,Йошетт,Yoshett,Yoshett,Yoshett,ヨシェット,Yoshett,Yoshett,Yoshett,Yoshett,요셋트,
Svoboda,斯沃博达,Svoboda,斯沃博達,Свобода,Svoboda,Svoboda,Svoboda,スヴォボダ,Svoboda,Svoboda,Svoboda,Svoboda,스보보다,
Onetsuka,音濑,Onetsuka,音瀬,Онэцка,Onetsuka,Onetsuka,Onetsuka,オネツカ,Onetsuka,Onetsuka,Onetsuka,Onetsuka,오네츠카,
Kungury,库恩古里,Kungury,庫恩古里,Кунгури,Kungury,Kungury,Kungury,クングリ,Kungury,Kungury,Kungury,Kungury,쿵구리,
Neuzlininsk,新兹林因斯克,Neuzlininsk,新茲林因斯克,Неузлиниск,Neuzlininsk,Neuzlininsk,Neuzlininsk,ノイズリンインスク,Neuzlininsk,Neuzlininsk,Neuzlininsk,Neuzlininsk,노이즈린인스크,
Leansville,莲斯维尔,Leansville,蓮斯維爾,Линсвиль,Leansville,Leansville,Leansville,リーンズヴィル,Leansville,Leansville,Leansville,Leansville,린스빌,
Odica,奥迪卡,Odica,奧迪卡,Одика,Odica,Odica,Odica,オディカ,Odica,Odica,Odica,Odica,오디카,
Nevilley,内维利,Nevilley,內維利,Невилли,Nevilley,Nevilley,Nevilley,ネヴィリー,Nevilley,Nevilley,Nevilley,Nevilley,네빌리,
Yatkar,亚特卡尔,Yatkar,亞特卡爾,Яткар,Yatkar,Yatkar,Yatkar,ヤトカル,Yatkar,Yatkar,Yatkar,Yatkar,야트카르,
Paigleby,佩格尔比,Paigleby,佩格爾比,Пейглби,Paigleby,Paigleby,Paigleby,ペイグルビー,Paigleby,Paigleby,Paigleby,Paigleby,페이글비,
Daveno,达维诺,Daveno,達維諾,Давено,Daveno,Daveno,Daveno,ダヴェノ,Daveno,Daveno,Daveno,Daveno,다베노,
Mitrierford,米特里尔福德,Mitrierford,米特里爾福德,Митриерфорд,Mitrierford,Mitrierford,Mitrierford,ミトリエルフォード,Mitrierford,Mitrierford,Mitrierford,Mitrierford,미트리에르포드,
Wimba,温巴,Wimba,溫巴,Вимба,Wimba,Wimba,Wimba,ウィンバ,Wimba,Wimba,Wimba,Wimba,윔바,
Solikov,索利科夫,Solikov,索利科夫,Соликов,Solikov,Solikov,Solikov,ソリコフ,Solikov,Solikov,Solikov,Solikov,솔리코프,
Saotelfzijl,萨奥特尔济尔,Saotelfzijl,薩奧特爾濟爾,Саотельфзийль,Saotelfzijl,Saotelfzijl,Saotelfzijl,サオテルフジル,Saotelfzijl,Saotelfzijl,Saotelfzijl,Saotelfzijl,사오텔프질,
Sevorsk,塞沃尔斯克,Sevorsk,塞沃爾斯克,Севорск,Sevorsk,Sevorsk,Sevorsk,セヴォルスク,Sevorsk,Sevorsk,Sevorsk,Sevorsk,세보르스크,
Krashima,卡西玛,Krashima,卡西瑪,Крашима,Krashima,Krashima,Krashima,クラシマ,Krashima,Krashima,Krashima,Krashima,크라시마,
Prington,普林顿,Prington,普林頓,Прингтон,Prington,Prington,Prington,プリンストン,Prington,Prington,Prington,Prington,프링턴,
Volokovo,沃洛科沃,Volokovo,沃洛科沃,Волоково,Volokovo,Volokovo,Volokovo,ヴォロコヴォ,Volokovo,Volokovo,Volokovo,Volokovo,볼로코보,
Asington,阿辛顿,Asington,阿辛頓,Асингтон,Asington,Asington,Asington,アシントン,Asington,Asington,Asington,Asington,아싱턴,
Belovornsee,贝洛沃恩塞,Belovornsee,貝洛沃恩塞,Беловорнзе,Belovornsee,Belovornsee,Belovornsee,ベロヴォルンセ,Belovornsee,Belovornsee,Belovornsee,Belovornsee,벨로보른세,
Ercoulsa,埃尔库尔萨,Ercoulsa,埃爾庫爾薩,Эркульса,Ercoulsa,Ercoulsa,Ercoulsa,エルコウルサ,Ercoulsa,Ercoulsa,Ercoulsa,Ercoulsa,에르쿨사,
Chegona,车戈纳,Chegona,車戈納,Чегона,Chegona,Chegona,Chegona,チェゴナ,Chegona,Chegona,Chegona,Chegona,체고나,
Sherock,舍洛克,Sherock,舍洛克,Шерок,Sherock,Sherock,Sherock,シェロック,Sherock,Sherock,Sherock,Sherock,셰록,
Apeach,阿皮奇,Apeach,阿皮奇,Апич,Apeach,Apeach,Apeach,アピーチ,Apeach,Apeach,Apeach,Apeach,아피치,
Zavodsk,扎沃茨克,Zavodsk,扎沃茨克,Заводск,Zavodsk,Zavodsk,Zavodsk,ザヴォズク,Zavodsk,Zavodsk,Zavodsk,Zavodsk,자보츠크,
Ivanovsk,伊万诺夫斯克,Ivanovsk,伊萬諾夫斯克,Ивановск,Ivanovsk,Ivanovsk,Ivanovsk,イヴァノフスク,Ivanovsk,Ivanovsk,Ivanovsk,Ivanovsk,이바노프스크,
Golovka,戈洛夫卡,Golovka,戈洛夫卡,Головка,Golovka,Golovka,Golovka,ゴロフカ,Golovka,Golovka,Golovka,Golovka,골로프카,
Toyotsu,丰津,Toyotsu,豐津,Тойоцу,Toyotsu,Toyotsu,Toyotsu,トヨツ,Toyotsu,Toyotsu,Toyotsu,Toyotsu,토요츠,
Tamford,塔姆福德,Tamford,塔姆福德,Тамфорд,Tamford,Tamford,Tamford,タムフォード,Tamford,Tamford,Tamford,Tamford,탐포드,
Tyume,提乌梅,Tyume,提烏梅,Тюмэ,Tyume,Tyume,Tyume,チュメ,Tyume,Tyume,Tyume,Tyume,튜메,
Tulstock,图尔斯托克,Tulstock,圖爾斯托克,Тулсток,Tulstock,Tulstock,Tulstock,トゥルストック,Tulstock,Tulstock,Tulstock,Tulstock,툴스톡,
Yansk,扬斯克,Yansk,揚斯克,Янск,Yansk,Yansk,Yansk,ヤンスク,Yansk,Yansk,Yansk,Yansk,얀스크,
Zhongton,中顿,Zhongton,中頓,Жонтон,Zhongton,Zhongton,Zhongton,ジョントン,Zhongton,Zhongton,Zhongton,Zhongton,종톤,
Dokkumsk,多库姆斯克,Dokkumsk,多庫姆斯克,Доккумск,Dokkumsk,Dokkumsk,Dokkumsk,ドクムスク,Dokkumsk,Dokkumsk,Dokkumsk,Dokkumsk,도쿰스크,
Toyohamino,丰浜诺,Toyohamino,豐濱諾,Тойохамино,Toyohamino,Toyohamino,Toyohamino,トヨハミノ,Toyohamino,Toyohamino,Toyohamino,Toyohamino,토요하미노,
Medneya,梅德涅亚,Medneya,梅德涅亞,Меднея,Medneya,Medneya,Medneya,メドネヤ,Medneya,Medneya,Medneya,Medneya,메드네야,
Kusashi,库萨希,Kusashi,庫薩希,Кусаши,Kusashi,Kusashi,Kusashi,クサシ,Kusashi,Kusashi,Kusashi,Kusashi,쿠사시,
Livorough,利沃罗,Livorough,利沃羅,Ливоро,Livorough,Livorough,Livorough,リヴォロウ,Livorough,Livorough,Livorough,Livorough,리보로우,
Rotov,罗托夫,Rotov,羅托夫,Ротов,Rotov,Rotov,Rotov,ロトフ,Rotov,Rotov,Rotov,Rotov,로토프,
Kocher,科彻,Kocher,科徹,Кочер,Kocher,Kocher,Kocher,コーチャー,Kocher,Kocher,Kocher,Kocher,코처,
Calgarlow,卡尔加洛,Calgarlow,卡爾加洛,Калгарлоу,Calgarlow,Calgarlow,Calgarlow,カルガルロウ,Calgarlow,Calgarlow,Calgarlow,Calgarlow,칼갈로우,
Ilkesburg,伊尔克斯堡,Ilkesburg,伊爾克斯堡,Илкесбург,Ilkesburg,Ilkesburg,Ilkesburg,イルケスバーグ,Ilkesburg,Ilkesburg,Ilkesburg,Ilkesburg,일케스버그,
Boltsovo,博尔佐沃,Boltsovo,博爾佐沃,Болцово,Boltsovo,Boltsovo,Boltsovo,ボルトソヴォ,Boltsovo,Boltsovo,Boltsovo,Boltsovo,볼초보,
Carring,卡灵,Carring,卡靈,Карринг,Carring,Carring,Carring,キャリング,Carring,Carring,Carring,Carring,캐링,
Kovsk,科夫斯克,Kovsk,科夫斯克,Ковск,Kovsk,Kovsk,Kovsk,コフスク,Kovsk,Kovsk,Kovsk,Kovsk,코프스크,
Pallegnes,帕莱格尼斯,Pallegnes,帕萊格尼斯,Паллегнес,Pallegnes,Pallegnes,Pallegnes,パレグネス,Pallegnes,Pallegnes,Pallegnes,Pallegnes,팔레그네스,
Omdurslemsk,奥姆杜尔斯莱姆斯克,Omdurslemsk,奧姆杜爾斯萊姆斯克,Омдурслемск,Omdurslemsk,Omdurslemsk,Omdurslemsk,オムドルスレムスク,Omdurslemsk,Omdurslemsk,Omdurslemsk,Omdurslemsk,옴두르슬렘스크,
Leiya,莱亚,Leiya,萊亞,Лейя,Leiya,Leiya,Leiya,レイヤ,Leiya,Leiya,Leiya,Leiya,레야,
Kartland,卡特兰德,Kartland,卡特蘭德,Картланд,Kartland,Kartland,Kartland,カートランド,Kartland,Kartland,Kartland,Kartland,카트랜드,
Warrolenko,瓦罗连科,Warrolenko,瓦羅連科,Варроленко,Warrolenko,Warrolenko,Warrolenko,ワロレンコ,Warrolenko,Warrolenko,Warrolenko,Warrolenko,와로렌코,
Benda,本达,Benda,本達,Бенда,Benda,Benda,Benda,ベンダ,Benda,Benda,Benda,Benda,벤다,
Fracup,弗拉库普,Fracup,弗拉庫普,Фракуп,Fracup,Fracup,Fracup,フラクプ,Fracup,Fracup,Fracup,Fracup,프라쿠프,
Minau,米瑙,Minau,米瑙,Минау,Minau,Minau,Minau,ミナウ,Minau,Minau,Minau,Minau,미나우,
Asadenzhou,阿萨登州,Asadenzhou,阿薩登州,Асадэнчжоу,Asadenzhou,Asadenzhou,Asadenzhou,アサデンジョウ,Asadenzhou,Asadenzhou,Asadenzhou,Asadenzhou,아사덴저우,
Maisaw,麦萨威,Maisaw,麥薩威,Майсав,Maisaw,Maisaw,Maisaw,マイサウ,Maisaw,Maisaw,Maisaw,Maisaw,마이사우,
Kitibato,基提巴托,Kitibato,基提巴托,Китибато,Kitibato,Kitibato,Kitibato,キティバト,Kitibato,Kitibato,Kitibato,Kitibato,키티바토,
Lyudym,柳迪姆,Lyudym,柳迪姆,Людым,Lyudym,Lyudym,Lyudym,リューディム,Lyudym,Lyudym,Lyudym,Lyudym,류딤,
Blago,布拉戈,Blago,布拉戈,Благо,Blago,Blago,Blago,ブラゴ,Blago,Blago,Blago,Blago,블라고,
Chattles,查特尔斯,Chattles,查特爾斯,Чаттлз,Chattles,Chattles,Chattles,チャトルズ,Chattles,Chattles,Chattles,Chattles,챠틀스,
Pembai,佩姆拜,Pembai,佩姆拜,Пембай,Pembai,Pembai,Pembai,ペンバイ,Pembai,Pembai,Pembai,Pembai,펨바이,
Laude,劳德,Laude,勞德,Лауде,Laude,Laude,Laude,ラウデ,Laude,Laude,Laude,Laude,라우데,
Angen,安根,Angen,安根,Анген,Angen,Angen,Angen,アンゲン,Angen,Angen,Angen,Angen,앙겐,
Kubara,库巴拉,Kubara,庫巴拉,Кубара,Kubara,Kubara,Kubara,クバラ,Kubara,Kubara,Kubara,Kubara,쿠바라,
Doukovsk,杜科夫斯克,Doukovsk,杜科夫斯克,Дуковск,Doukovsk,Doukovsk,Doukovsk,ドゥコフスク,Doukovsk,Doukovsk,Doukovsk,Doukovsk,두코프스크,
Ivanton,伊万顿,Ivanton,伊萬頓,Ивантон,Ivanton,Ivanton,Ivanton,イヴァントン,Ivanton,Ivanton,Ivanton,Ivanton,이반톤,
Islothusis,伊斯洛图西斯,Islothusis,伊斯洛圖西斯,Ислотусис,Islothusis,Islothusis,Islothusis,イスロトゥシス,Islothusis,Islothusis,Islothusis,Islothusis,이슬로투시스,
Thory,索里,Thory,索里,Сори,Thory,Thory,Thory,ソリー,Thory,Thory,Thory,Thory,소리,
Kōnawa,考纳瓦,Kōnawa,考納瓦,Конава,Kōnawa,Kōnawa,Kōnawa,コナワ,Kōnawa,Kōnawa,Kōnawa,Kōnawa,코나와,
Preshum,普雷舒姆,Preshum,普雷舒姆,Прешум,Preshum,Preshum,Preshum,プレシュム,Preshum,Preshum,Preshum,Preshum,프레슘,
Swadhur,斯瓦杜尔,Swadhur,斯瓦杜爾,Свадзур,Swadhur,Swadhur,Swadhur,スワズール,Swadhur,Swadhur,Swadhur,Swadhur,스와두르,
Busuke,布苏克,Busuke,布蘇克,Бусукэ,Busuke,Busuke,Busuke,ブスケ,Busuke,Busuke,Busuke,Busuke,부스케,
Tagaintsūji,多盖因津季,Tagaintsūji,多蓋因津季,Тагайнцуудзи,Tagaintsūji,Tagaintsūji,Tagaintsūji,タガインツウジ,Tagaintsūji,Tagaintsūji,Tagaintsūji,Tagaintsūji,타가인쯔지,
Kreuto,克鲁托,Kreuto,克魯托,Креуто,Kreuto,Kreuto,Kreuto,クレウト,Kreuto,Kreuto,Kreuto,Kreuto,크레우토,
Astley,阿斯特利,Astley,阿斯特利,Астли,Astley,Astley,Astley,アスリー,Astley,Astley,Astley,Astley,애슬리,
Bamensk,班门斯克,Bamensk,班門斯克,Баменск,Bamensk,Bamensk,Bamensk,バメンスク,Bamensk,Bamensk,Bamensk,Bamensk,바멘스크,
Bratsu,布拉楚,Bratsu,布拉楚,Брацу,Bratsu,Bratsu,Bratsu,ブラツ,Bratsu,Bratsu,Bratsu,Bratsu,브라추,
Rayama,雷亚马,Rayama,雷亞馬,Раяма,Rayama,Rayama,Rayama,レイアマ,Rayama,Rayama,Rayama,Rayama,레이아마,
Aarby,阿尔比,Aarby,阿爾比,Арби,Aarby,Aarby,Aarby,アールビー,Aarby,Aarby,Aarby,Aarby,아르비,
Huttwith,哈特维思,Huttwith,哈特維思,Хаттвиз,Huttwith,Huttwith,Huttwith,ハットウィズ,Huttwith,Huttwith,Huttwith,Huttwith,헛트위스,
Oostalovka,奥斯塔洛夫卡,Oostalovka,奧斯塔洛夫卡,Оосталовка,Oostalovka,Oostalovka,Oostalovka,オースタロフカ,Oostalovka,Oostalovka,Oostalovka,Oostalovka,오스탈로프카,
Shimki,诗米基,Shimki,詩米基,Шимки,Shimki,Shimki,Shimki,シムキ,Shimki,Shimki,Shimki,Shimki,심키,
Takatsuk,高筑,Takatsuk,高築,Такацук,Takatsuk,Takatsuk,Takatsuk,タカツク,Takatsuk,Takatsuk,Takatsuk,Takatsuk,타카츠쿠,
Teinel,泰内尔,Teinel,泰內爾,Тайнэль,Teinel,Teinel,Teinel,テイネル,Teinel,Teinel,Teinel,Teinel,테이넬,
Jolignton,乔灵顿,Jolignton,喬靈頓,Джолигтон,Jolignton,Jolignton,Jolignton,ジョリントン,Jolignton,Jolignton,Jolignton,Jolignton,졸링턴,
Pudozhevo,普多热沃,Pudozhevo,普多熱沃,Пудожево,Pudozhevo,Pudozhevo,Pudozhevo,プドジェヴォ,Pudozhevo,Pudozhevo,Pudozhevo,Pudozhevo,푸도제보,
Kalyov,卡留夫,Kalyov,卡留夫,Калёв,Kalyov,Kalyov,Kalyov,カリョフ,Kalyov,Kalyov,Kalyov,Kalyov,칼료프,
Belye,白耶,Belye,白耶,Белые,Belye,Belye,Belye,ベリェ,Belye,Belye,Belye,Belye,벨리예,
Beloyar,白亚尔,Beloyar,白亞爾,Белояр,Beloyar,Beloyar,Beloyar,ベロヤール,Beloyar,Beloyar,Beloyar,Beloyar,벨로야르,
Kamogorny,卡莫戈尔尼,Kamogorny,卡莫戈爾尼,Камогорни,Kamogorny,Kamogorny,Kamogorny,カモゴルニー,Kamogorny,Kamogorny,Kamogorny,Kamogorny,카모고르니,
Yaterswich,亚特斯威奇,Yaterswich,亞特斯威奇,Ятерсвич,Yaterswich,Yaterswich,Yaterswich,ヤタースウィッチ,Yaterswich,Yaterswich,Yaterswich,Yaterswich,야터스위치,
Navao,纳瓦奥,Navao,納瓦奧,Навао,Navao,Navao,Navao,ナヴァオ,Navao,Navao,Navao,Navao,나바오,
Fiumizu,菲乌米祖,Fiumizu,菲烏米祖,Фиумизу,Fiumizu,Fiumizu,Fiumizu,フィウミズ,Fiumizu,Fiumizu,Fiumizu,Fiumizu,피우미즈,
Palem,帕莱姆,Palem,帕萊姆,Палем,Palem,Palem,Palem,パレム,Palem,Palem,Palem,Palem,팔렘,
Meloyabe,梅洛亚贝,Meloyabe,梅洛亞貝,Мелоябе,Meloyabe,Meloyabe,Meloyabe,メロヤベ,Meloyabe,Meloyabe,Meloyabe,Meloyabe,멜로야베,
Mondowneya,蒙当内亚,Mondowneya,蒙當內亞,Мондовнея,Mondowneya,Mondowneya,Mondowneya,モンドウェニア,Mondowneya,Mondowneya,Mondowneya,Mondowneya,몬도우네야,
Ausenne,奥森内,Ausenne,奧森內,Осенн,Ausenne,Ausenne,Ausenne,アウセネ,Ausenne,Ausenne,Ausenne,Ausenne,아우센네,
Pooleford,普尔福德,Pooleford,普爾福德,Пулефорд,Pooleford,Pooleford,Pooleford,プールフォード,Pooleford,Pooleford,Pooleford,Pooleford,풀포드,
Koten,科滕,Koten,科滕,Котен,Koten,Koten,Koten,コテン,Koten,Koten,Koten,Koten,코텐,
Stavao,斯塔瓦奥,Stavao,斯塔瓦奧,Ставао,Stavao,Stavao,Stavao,スタヴァオ,Stavao,Stavao,Stavao,Stavao,스타바오,
Bitoyoha,比托约哈,Bitoyoha,比托約哈,Битоёха,Bitoyoha,Bitoyoha,Bitoyoha,ビトヨハ,Bitoyoha,Bitoyoha,Bitoyoha,Bitoyoha,비토요하,
Oleth,奥莱思,Oleth,奧萊思,Олет,Oreth,Oreth,Oreth,オレアス,Oreth,Oreth,Oreth,Oreth,오레아스,
Altsy,阿尔茨,Altsy,阿爾茨,Алци,Altsy,Altsy,Altsy,アルツィ,Altsy,Altsy,Altsy,Altsy,알치,
Jiane,佳内,Jiane,佳內,Джиане,Jiane,Jiane,Jiane,ジャエン,Jiane,Jiane,Jiane,Jiane,지안,
Yawan,亚湾,Yawan,亞灣,Яван,Yawan,Yawan,Yawan,ヤワン,Yawan,Yawan,Yawan,Yawan,야완,
Shevo,舍沃,Shevo,舍沃,Шево,Shevo,Shevo,Shevo,シェヴォ,Shevo,Shevo,Shevo,Shevo,셰보,
Towashhad,托瓦什哈德,Towashhad,托瓦什哈德,Товашхад,Towashhad,Towashhad,Towashhad,トワシュハッド,Towashhad,Towashhad,Towashhad,Towashhad,토와쉬하드,
Olleath,奥莱思,Olleath,奧萊思,Олеат,Olleath,Olleath,Olleath,オルリース,Olleath,Olleath,Olleath,Olleath,올리쓰,
Takuroralsk,塔库罗尔斯克,Takuroralsk,塔庫羅爾斯克,Такуроралск,Takuroralsk,Takuroralsk,Takuroralsk,タクロラルスク,Takuroralsk,Takuroralsk,Takuroralsk,Takuroralsk,타쿠로랄스크,
Küssnaill,库斯奈尔,Küssnaill,庫斯奈爾,Кюснайлл,Küssnaill,Küssnaill,Küssnaill,キュスナイル,Küssnaill,Küssnaill,Küssnaill,Küssnaill,퀴스나일,
Jamsgatang,詹姆斯加唐,Jamsgatang,詹姆斯加唐,Джамсгатанг,Jamsgatang,Jamsgatang,Jamsgatang,ジャムスガタン,Jamsgatang,Jamsgatang,Jamsgatang,Jamsgatang,잼스가탕,
Pervomonza,佩尔沃蒙扎,Pervomonza,佩爾沃蒙扎,Первомонза,Pervomonza,Pervomonza,Pervomonza,ペルヴォモンザ,Pervomonza,Pervomonza,Pervomonza,Pervomonza,페르보몬자,
Semyarminsk,塞米亚尔明斯克,Semyarminsk,塞米亞爾明斯克,Семьярминск,Semyarminsk,Semyarminsk,Semyarminsk,セミヤールミンスク,Semyarminsk,Semyarminsk,Semyarminsk,Semyarminsk,세미야르민스크,
Katayevka,卡塔耶夫卡,Katayevka,卡塔耶夫卡,Катаевка,Katayevka,Katayevka,Katayevka,カタエフカ,Katayevka,Katayevka,Katayevka,Katayevka,카타예프카,
Lytchaftes,莱查夫特斯,Lytchaftes,萊查夫特斯,Литчавтес,Lytchaftes,Lytchaftes,Lytchaftes,リトチャフテス,Lytchaftes,Lytchaftes,Lytchaftes,Lytchaftes,리트차프테스,
Raunstang,劳恩斯唐,Raunstang,勞恩斯唐,Раунстанг,Raunstang,Raunstang,Raunstang,ラウンスタング,Raunstang,Raunstang,Raunstang,Raunstang,라운스탕,
Neftes,内夫特斯,Neftes,內夫特斯,Нефтес,Neftes,Neftes,Neftes,ネフテス,Neftes,Neftes,Neftes,Neftes,네프테스,
Takatov,塔卡托夫,Takatov,塔卡托夫,Такатов,Takatov,Takatov,Takatov,タカトフ,Takatov,Takatov,Takatov,Takatov,타카토프,
Sibinskovo,西宾斯科沃,Sibinskovo,西賓斯科沃,Сибинсково,Sibinskovo,Sibinskovo,Sibinskovo,シビンスコヴォ,Sibinskovo,Sibinskovo,Sibinskovo,Sibinskovo,시빈스코보,
Sarazuka,沙拉祖卡,Sarazuka,沙拉祖卡,Саразука,Sarazuka,Sarazuka,Sarazuka,サラズカ,Sarazuka,Sarazuka,Sarazuka,Sarazuka,사라즈카,
Hydersk,海德斯克,Hydersk,海德斯克,Хайдерск,Hydersk,Hydersk,Hydersk,ハイダースク,Hydersk,Hydersk,Hydersk,Hydersk,하이더스크,
Temell,特梅尔,Temell,特梅爾,Темелл,Temell,Temell,Temell,テメル,Temell,Temell,Temell,Temell,테멜,
Chuanasseto,川纳塞托,Chuanasseto,川納塞托,Чунассето,Chuanasseto,Chuanasseto,Chuanasseto,チュアナセト,Chuanasseto,Chuanasseto,Chuanasseto,Chuanasseto,추아나세토,
Heatherno,希瑟诺,Heatherno,希瑟諾,Хизерно,Heatherno,Heatherno,Heatherno,ヒーサーノ,Heatherno,Heatherno,Heatherno,Heatherno,히서노,
